ID,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
65,5,2,2,5,1,3,3,5,2,5,3,2,3,2,5,1,5,1,5,5,4,4,5,5,2,1,3,4,5,5,1,4,1,2,3,2,3,3,4,1,5,5,3,4,2,3,5,4,4,2,3,3,4,1,4,4,5,1,3,3,5,3,2,4,5,5,1,2,4,1,4,5,5,1,2,5,5,3,2,5,3,1,4,2,2,5,5,3,2,4,2,2,4,5,2,2,3,3,4,3
66,2,3,2,3,5,3,1,3,4,4,2,5,1,1,1,5,4,4,4,4,2,5,1,2,4,4,3,3,4,1,2,4,1,4,4,5,3,5,3,2,4,3,5,4,3,4,4,3,3,3,1,3,2,3,3,5,4,1,5,1,2,4,4,2,3,5,4,3,1,2,5,3,2,3,5,2,2,4,5,1,2,5,2,5,3,4,4,4,1,2,3,1,3,4,1,2,2,2,4,3
67,1,5,5,2,3,3,3,4,4,3,5,3,1,4,1,1,4,3,1,1,3,5,5,5,3,3,2,4,5,5,3,3,1,1,3,4,1,1,2,3,2,5,3,1,3,5,2,1,4,1,2,3,1,5,4,4,4,5,3,1,4,4,3,2,4,2,3,1,3,5,3,3,4,1,3,5,4,5,1,2,1,2,3,4,3,3,5,3,5,5,1,3,3,3,2,1,3,1,2,2
68,1,3,3,1,3,5,3,4,5,5,5,5,1,4,2,4,4,4,4,2,2,3,4,3,1,2,3,1,5,4,1,2,5,2,5,1,2,3,4,1,4,5,1,1,2,1,5,2,1,5,2,3,2,2,2,5,2,3,3,1,3,5,4,5,4,2,5,4,2,4,1,5,5,5,3,3,3,4,5,4,1,4,3,3,1,1,1,1,4,2,5,3,3,2,1,1,2,4,3,1
69,3,4,5,2,2,2,2,2,1,4,1,5,1,5,5,3,3,5,2,1,1,1,4,4,5,5,2,1,2,5,3,2,5,5,3,1,3,4,5,2,5,3,2,2,1,1,5,5,2,1,3,2,4,5,1,4,5,2,5,2,3,5,4,3,3,1,3,4,4,5,4,1,3,2,2,2,5,4,4,3,5,4,2,3,5,1,5,1,2,4,4,4,3,3,3,1,5,5,3,2
70,1,4,2,5,4,2,5,2,5,1,5,4,5,1,3,4,3,1,2,5,1,3,4,5,2,3,2,3,1,5,4,2,2,5,1,3,1,3,1,5,3,5,3,3,5,4,2,3,3,4,2,1,5,5,3,1,3,2,3,2,4,1,4,4,1,1,3,5,4,2,1,3,4,5,4,5,1,3,4,1,1,3,3,2,5,1,5,4,3,4,1,1,2,3,5,2,2,2,2,2
71,3,4,4,1,5,3,4,5,5,4,3,5,2,3,3,3,2,5,2,5,5,3,4,1,4,5,5,2,2,4,1,4,2,2,4,5,1,2,5,3,2,5,5,5,1,4,5,4,4,3,5,2,5,5,1,5,1,1,3,1,3,2,3,3,4,2,1,5,2,5,4,3,1,3,4,5,4,2,3,3,3,3,3,1,2,4,2,1,1,4,5,1,5,3,2,3,5,5,3,4
72,2,5,2,1,3,2,1,3,5,5,5,2,5,5,4,1,4,5,3,5,1,1,2,3,5,2,4,1,4,5,5,5,3,3,3,1,3,3,5,3,1,1,1,2,1,5,4,2,5,4,3,1,5,4,4,3,5,3,5,5,5,2,4,4,1,2,4,3,4,3,1,1,2,4,1,4,4,3,4,5,3,2,3,4,3,4,4,3,5,5,1,1,3,2,3,3,2,5,2,2
73,5,5,1,3,4,1,1,5,1,4,1,2,4,1,2,1,4,2,1,5,3,2,3,1,2,4,3,4,2,2,2,3,4,3,3,4,3,3,1,2,3,3,4,2,5,3,3,2,3,4,4,1,2,1,1,3,1,3,1,5,1,3,3,4,1,3,1,3,1,1,3,5,5,5,2,3,3,1,4,3,1,1,3,1,2,3,2,2,4,1,2,3,2,3,3,1,3,2,4,4
74,1,2,3,5,5,2,3,3,1,5,2,4,5,1,3,4,5,4,1,1,2,4,5,3,1,5,5,4,3,1,3,4,2,1,4,3,5,3,1,4,4,5,2,4,4,1,4,3,5,3,3,2,5,3,3,2,3,2,4,2,2,5,3,5,4,5,2,4,3,4,3,3,2,2,2,1,5,5,2,1,4,5,3,5,5,5,1,3,3,2,2,3,5,5,5,5,2,4,2,4
75,5,4,1,1,2,3,3,2,2,2,4,5,4,5,5,5,5,2,5,5,5,2,4,5,4,4,5,3,5,5,3,4,2,3,1,2,3,1,4,5,3,1,1,4,4,2,1,3,3,2,2,1,5,4,3,1,3,3,4,5,1,4,4,5,1,5,2,4,1,4,5,4,1,4,1,3,4,4,3,4,1,5,5,2,1,2,5,5,3,2,3,2,4,1,1,1,2,1,4,5
76,5,4,3,3,2,3,2,5,4,4,2,1,5,1,5,5,2,4,5,2,4,2,2,3,2,4,5,2,5,2,3,4,2,4,2,1,3,3,5,5,3,5,2,2,3,5,4,1,3,2,2,3,1,2,1,4,1,4,5,5,2,3,2,5,1,3,4,2,2,1,4,4,1,5,2,5,2,4,1,5,2,4,4,2,2,4,5,5,1,3,5,3,1,2,3,4,5,5,1,2
77,1,1,2,2,2,2,5,3,5,5,2,3,4,4,1,3,3,2,1,5,1,5,5,5,3,4,5,1,5,1,3,2,4,2,5,2,5,2,5,3,4,5,2,1,4,3,5,3,1,1,4,4,1,1,4,2,3,1,4,2,1,1,4,5,1,1,3,2,1,3,2,4,1,1,5,1,5,1,2,5,3,4,3,3,2,2,2,1,5,3,1,1,3,5,2,4,5,1,3,1
78,2,1,4,3,3,5,5,5,1,2,2,1,5,1,1,5,5,4,1,1,5,3,2,2,4,1,3,3,5,5,2,2,1,2,4,5,5,2,2,5,4,5,1,2,2,2,4,5,1,2,4,5,4,2,4,2,5,2,4,1,1,1,5,2,1,1,1,5,5,3,2,1,5,4,3,1,1,4,4,4,2,4,2,1,2,3,3,5,2,4,3,4,2,1,5,4,2,3,2,1
79,5,3,1,3,1,5,2,5,3,1,3,4,4,5,5,1,4,4,5,4,3,1,1,1,1,5,4,5,4,5,2,4,5,5,4,1,5,3,3,1,3,2,2,2,5,2,1,4,3,5,4,2,3,2,5,3,5,5,2,4,5,4,5,5,5,3,5,3,1,4,5,2,4,1,3,3,3,5,2,5,5,4,5,1,4,4,3,3,2,4,5,3,1,4,3,1,3,2,1,2
80,3,4,2,1,5,2,4,1,1,5,1,2,1,4,3,5,5,2,1,2,2,5,5,2,1,2,2,1,3,2,4,2,5,1,2,3,1,4,4,1,2,5,4,1,2,4,3,4,5,2,3,2,4,2,5,4,5,4,2,5,5,1,4,5,1,1,4,1,3,2,5,5,2,5,2,3,3,2,2,2,1,5,5,3,3,3,5,1,1,3,4,5,4,3,4,3,4,1,1,2
81,5,5,3,2,4,1,2,3,1,4,5,5,2,1,2,4,5,2,1,1,2,3,3,1,5,5,5,3,2,1,1,1,3,3,1,5,4,4,5,4,1,1,1,3,1,3,5,4,5,3,1,3,4,2,4,1,2,4,2,2,4,5,3,3,2,2,4,5,5,2,4,5,5,3,5,5,5,3,4,1,3,5,4,5,4,4,2,2,4,4,5,2,1,4,2,1,3,3,1,2
82,3,1,4,5,3,4,5,3,3,3,3,2,1,1,1,5,4,5,3,1,4,1,3,1,1,2,1,5,4,1,1,5,2,3,5,5,3,5,4,4,1,4,3,4,5,4,1,1,2,5,2,1,4,2,1,4,3,5,4,5,1,5,3,5,2,3,2,5,2,2,5,2,1,2,5,4,1,2,1,3,2,3,3,1,4,4,5,1,2,4,5,2,5,2,3,2,4,1,3,5
83,4,1,4,2,4,5,4,5,5,5,1,1,4,3,3,5,5,4,1,1,1,5,1,2,5,4,4,4,1,3,1,3,3,1,2,3,4,1,1,2,2,2,2,1,1,3,4,3,1,4,3,5,1,1,5,5,5,2,1,1,4,3,2,3,2,1,3,3,3,3,5,1,5,2,5,1,2,5,3,5,4,4,2,5,5,2,1,2,5,5,4,4,5,2,1,1,3,4,4,1
84,5,3,3,4,4,3,2,5,5,2,1,3,1,2,1,5,1,1,2,1,1,1,2,5,3,5,5,5,3,2,2,1,5,1,5,1,4,4,1,5,1,1,5,4,2,5,5,2,2,1,1,4,1,1,4,3,1,4,1,5,4,2,4,4,3,2,3,2,5,3,5,5,5,1,4,5,4,4,1,3,2,1,1,3,3,3,4,2,4,5,5,1,2,2,2,2,2,2,1,1
85,2,3,3,3,4,1,3,3,4,5,3,5,2,5,4,2,3,3,3,3,2,3,4,5,5,5,5,1,3,5,3,1,5,2,2,3,4,3,1,4,2,2,5,1,3,5,1,5,1,5,5,5,3,3,1,5,4,2,5,4,1,1,1,4,5,3,1,2,3,4,3,5,3,4,5,1,3,4,1,1,5,5,1,1,5,4,3,1,4,2,5,5,1,4,3,1,5,4,1,1
86,3,2,1,4,4,5,2,5,3,4,4,1,5,4,3,5,5,5,3,5,4,5,3,4,5,2,3,4,3,2,5,3,3,1,2,5,2,3,4,2,1,4,1,3,1,1,5,3,5,1,2,1,4,2,4,1,4,3,1,1,5,3,1,3,2,4,5,2,3,5,5,4,5,3,4,5,5,2,4,5,1,5,5,1,4,5,5,3,1,5,5,1,2,5,5,3,1,3,3,3
87,1,1,5,3,3,1,4,4,2,4,5,4,4,2,1,5,5,1,5,4,3,4,4,1,2,1,2,1,5,2,2,4,2,3,1,3,5,1,1,2,3,1,5,2,4,4,5,4,3,4,2,1,1,3,5,3,2,2,1,1,2,5,3,2,2,3,1,2,5,1,3,4,2,4,2,5,3,2,5,2,3,5,5,4,4,4,5,4,1,2,3,1,4,5,3,1,4,5,1,2
88,3,3,1,2,4,4,2,5,3,3,1,2,1,2,3,2,1,5,1,3,2,3,5,1,2,1,3,1,3,3,2,5,5,4,1,2,2,2,3,1,2,1,3,3,4,2,2,1,5,4,2,1,3,5,4,4,3,3,4,1,2,5,3,4,5,5,4,5,5,5,4,5,3,1,5,5,3,3,4,5,5,1,1,1,3,5,3,2,4,5,5,2,3,2,3,3,4,1,1,2
89,1,5,4,5,5,4,2,5,2,2,5,5,5,4,4,2,1,1,4,5,5,3,4,3,2,5,2,3,4,1,1,5,4,4,1,2,4,4,1,2,1,4,4,1,2,1,3,2,4,2,5,5,1,2,4,3,4,2,2,5,3,3,4,4,3,5,3,1,5,2,1,3,5,3,3,4,2,4,3,4,5,3,3,5,2,2,2,2,4,3,3,3,3,2,2,1,3,1,4,3
90,1,4,5,2,4,2,5,5,4,2,2,4,5,2,4,4,3,2,4,4,3,2,3,5,5,4,2,1,2,1,2,5,4,4,2,3,4,4,1,1,4,1,5,3,1,5,3,1,3,3,1,4,3,4,3,3,3,3,1,2,5,4,3,3,4,1,4,4,3,3,2,1,4,5,1,2,5,1,5,5,4,2,5,2,1,4,4,3,1,4,5,4,5,5,4,5,5,4,3,5
91,2,4,4,4,3,5,2,5,5,3,2,1,4,2,2,1,5,2,1,2,5,3,5,2,3,1,5,4,3,4,1,4,3,1,2,1,3,4,1,3,3,1,5,2,3,2,4,3,3,4,2,2,4,3,1,1,2,3,2,5,1,5,1,3,3,4,5,2,3,4,2,4,4,1,4,1,1,5,5,4,4,1,1,1,5,4,1,3,1,3,4,1,2,4,3,4,3,4,1,1
92,2,2,1,4,4,4,4,3,2,2,2,2,2,5,3,2,3,2,5,4,3,1,4,5,4,3,2,3,1,1,3,3,3,3,4,2,5,5,5,3,5,4,4,3,4,4,2,3,3,3,1,2,5,4,2,1,2,3,5,3,2,2,3,3,3,3,3,4,1,1,1,1,4,4,1,5,1,4,4,4,3,3,3,3,4,1,4,3,2,5,4,3,1,4,2,5,5,3,1,3
93,3,1,5,2,3,2,4,1,2,1,1,5,5,4,2,5,3,3,5,5,4,4,2,5,1,5,2,3,5,2,2,3,4,2,2,4,4,1,1,2,2,3,5,1,1,1,5,2,2,3,2,3,5,3,3,1,2,4,4,5,2,1,4,1,2,3,5,3,1,1,3,2,3,4,4,2,3,5,5,4,5,4,2,2,4,4,3,4,5,1,2,3,1,4,2,2,5,4,2,2
94,2,5,4,1,5,5,2,2,5,1,5,1,2,4,4,5,5,5,4,4,4,4,3,2,5,5,2,5,4,3,2,1,5,4,2,2,2,3,2,1,4,5,4,1,2,2,5,5,4,5,2,1,3,4,5,3,4,1,5,4,1,4,3,5,4,5,1,5,5,4,2,4,5,5,4,5,1,3,2,4,2,3,3,2,5,1,4,3,3,4,5,3,4,4,1,1,4,1,4,4
95,2,5,2,2,1,1,4,1,3,3,2,3,2,4,1,3,1,2,2,5,3,3,2,5,2,3,3,4,3,2,2,5,5,2,3,3,4,3,5,4,5,5,1,1,3,3,1,1,2,2,2,1,5,5,4,3,5,1,4,2,3,1,2,4,5,4,2,3,3,5,1,5,5,1,5,1,1,1,3,3,4,5,1,5,5,3,4,5,5,3,2,3,5,5,1,2,5,5,4,4
96,4,1,2,3,3,2,1,3,3,5,2,4,5,3,2,4,2,3,5,5,5,4,4,1,2,4,2,2,4,2,3,4,4,3,3,3,5,3,3,2,3,5,2,2,5,5,4,2,1,4,1,4,4,2,3,5,1,1,4,1,3,4,2,1,1,5,5,2,4,1,3,3,3,4,2,2,3,1,1,1,3,5,5,2,5,3,2,3,2,2,2,3,1,2,1,4,5,3,1,5
97,4,1,5,3,2,5,5,5,4,1,2,5,4,2,5,5,4,1,4,2,5,3,1,1,2,1,1,5,2,4,3,1,1,5,5,4,5,1,4,2,2,5,5,2,3,3,5,2,1,4,3,3,1,1,5,3,3,3,5,3,4,5,4,2,5,5,4,3,4,3,3,1,4,5,1,5,5,1,4,1,2,1,4,3,1,2,4,1,3,1,5,3,5,3,2,5,2,1,2,3
98,4,3,1,5,1,4,1,4,1,4,5,1,4,4,5,3,1,5,2,3,3,3,3,5,5,1,3,3,1,1,2,2,4,4,4,5,3,1,4,5,4,4,1,4,1,2,3,3,2,3,4,1,4,4,1,5,3,5,4,4,5,1,4,5,4,5,3,1,5,2,2,5,3,5,3,1,3,4,1,2,1,2,1,4,3,5,3,2,1,5,4,4,5,1,1,2,2,1,2,2
99,1,4,5,4,4,1,1,4,1,2,5,3,1,5,5,1,4,2,1,5,1,4,2,3,3,4,4,1,2,5,3,1,5,1,4,5,4,2,2,4,4,4,1,5,4,5,2,5,1,5,5,4,3,5,5,2,5,1,3,5,5,5,2,4,2,4,4,4,2,2,2,5,3,2,2,4,2,5,2,3,1,1,4,1,2,5,1,1,1,5,4,3,2,2,1,2,3,5,3,5
100,4,5,1,1,4,4,3,3,2,4,3,1,2,3,5,2,1,1,4,4,2,3,1,5,1,4,4,1,1,1,2,1,2,1,1,3,2,5,1,4,4,1,1,5,5,3,1,1,5,2,5,5,4,1,3,2,3,4,3,4,4,3,5,5,1,3,3,2,2,1,4,5,1,2,5,1,5,5,3,5,4,3,1,4,4,3,5,4,2,1,2,1,5,5,3,3,5,4,3,4
101,2,2,3,1,2,5,4,3,2,1,4,4,1,3,1,4,3,3,4,1,3,1,5,2,2,1,3,5,3,4,4,4,4,2,3,4,2,1,3,5,1,3,3,5,3,4,5,3,2,2,4,1,1,3,3,1,2,5,1,5,4,3,4,4,3,2,1,5,3,3,1,4,1,2,5,5,4,2,1,3,4,3,4,5,2,1,4,4,3,1,3,3,2,3,2,2,2,2,1,5
102,3,2,4,2,2,5,3,5,3,3,5,2,2,2,5,2,5,3,3,2,5,4,3,1,1,1,1,4,5,4,1,5,2,5,1,1,2,2,3,1,2,3,4,4,1,1,3,1,3,4,3,4,4,1,5,4,3,3,5,2,2,4,5,3,4,3,5,4,5,3,5,4,4,5,3,5,3,3,5,3,2,1,4,1,4,3,1,5,2,1,3,1,4,3,3,2,1,4,5,4
103,5,2,5,3,4,2,2,3,1,4,3,4,2,5,1,4,1,2,5,3,5,4,4,3,3,3,3,3,5,1,1,4,5,5,3,5,4,5,1,1,4,1,2,3,5,2,2,2,1,3,4,5,3,5,3,3,4,4,3,5,4,1,2,4,3,1,1,5,4,1,3,5,3,2,3,3,3,1,1,3,1,4,5,3,4,4,5,3,4,1,3,5,1,5,5,4,3,3,2,5
104,1,5,3,5,3,1,4,5,3,3,2,1,2,1,1,5,4,4,2,2,3,3,4,1,4,5,4,4,5,1,3,1,1,4,4,1,1,3,5,4,5,3,3,2,3,3,1,1,4,5,5,2,5,4,3,2,1,4,3,5,4,5,1,1,3,4,1,4,2,2,2,4,2,5,2,2,3,3,4,2,3,4,4,5,1,2,5,5,1,5,3,1,5,1,2,2,2,2,2,2
105,1,1,5,5,5,1,2,1,2,5,1,1,4,2,3,4,3,1,1,4,3,2,1,3,2,4,5,5,5,3,1,5,2,5,5,5,3,3,1,5,5,3,3,1,2,4,2,2,2,3,3,3,3,2,2,3,3,2,1,5,5,4,2,3,3,4,1,1,1,5,3,5,5,4,1,3,4,5,2,3,3,3,4,1,2,4,4,3,4,1,4,4,4,3,3,3,2,4,3,3
106,5,1,3,5,3,5,3,3,5,1,3,5,2,2,4,2,4,2,5,4,1,4,5,2,3,4,5,2,4,5,4,4,5,2,5,4,5,4,3,2,2,3,1,4,3,2,4,4,5,3,5,3,1,4,3,4,3,4,2,4,3,3,4,5,1,2,3,2,2,1,1,4,2,4,3,3,4,1,5,1,1,4,5,3,5,4,4,1,2,4,3,1,3,3,1,2,5,3,3,2
107,3,4,3,3,1,3,2,2,4,3,1,2,4,3,3,1,4,2,4,4,1,1,5,3,2,5,5,1,1,5,3,4,3,2,3,5,1,2,5,3,2,5,2,1,3,5,4,5,5,5,3,2,5,2,3,5,3,5,3,3,2,1,1,5,3,4,3,5,3,1,1,5,3,3,1,1,2,2,5,5,1,2,3,5,2,4,2,3,4,2,4,5,5,4,5,2,4,5,1,3
108,3,3,3,4,4,4,2,2,2,2,5,3,1,2,1,5,5,4,4,4,3,4,5,5,3,2,5,1,5,2,3,4,3,2,1,1,4,4,4,2,2,3,5,1,4,1,4,1,2,5,2,1,3,2,4,4,2,4,1,1,5,3,3,3,4,2,5,2,5,3,1,1,1,5,2,4,5,1,2,5,4,1,1,4,5,3,1,2,2,4,1,4,2,5,4,2,1,3,3,5
109,1,5,1,1,4,1,3,4,2,4,5,3,2,5,1,3,1,1,4,4,5,4,3,3,5,3,4,2,3,4,4,1,3,2,5,2,3,3,2,5,3,4,3,5,4,2,3,5,4,4,2,3,1,1,3,1,5,2,4,1,2,3,4,3,2,3,3,3,3,3,5,3,1,4,2,3,5,2,3,2,4,3,2,1,4,5,5,1,2,2,2,2,5,5,4,4,4,3,1,3
110,2,1,4,1,3,5,3,4,4,2,1,3,4,4,5,4,5,4,4,4,1,1,5,5,3,5,4,5,2,5,5,1,5,5,2,5,3,4,5,4,4,2,4,3,5,5,2,3,1,2,4,3,2,4,2,5,2,5,2,3,3,1,5,3,5,4,1,4,5,3,2,2,4,4,5,2,1,3,4,5,2,2,5,5,3,5,4,2,4,3,4,4,2,4,4,2,2,5,5,5
111,3,1,2,3,2,5,1,3,1,2,5,4,5,5,1,5,1,1,1,3,2,3,1,2,2,5,3,5,4,4,4,1,4,3,5,3,2,5,3,4,2,3,2,4,5,5,1,1,2,4,2,1,1,5,5,5,1,3,1,4,3,1,4,1,1,4,5,3,3,2,2,3,3,5,1,5,4,2,2,3,2,3,4,4,2,4,4,2,4,3,1,3,5,5,2,5,5,1,3,5
112,4,5,1,1,1,1,1,4,3,1,5,3,4,1,1,5,3,5,4,3,2,1,5,2,1,1,1,4,5,5,2,4,5,2,3,4,5,1,2,2,1,4,5,3,1,2,1,5,5,5,2,2,4,5,4,1,5,3,1,2,4,5,5,5,2,3,1,5,2,4,5,2,4,3,2,2,3,1,3,3,3,1,5,1,2,3,4,3,1,2,3,2,1,1,5,4,2,3,2,2
113,2,2,3,2,5,5,4,1,5,4,2,2,2,3,2,2,2,2,4,1,1,4,3,3,5,5,5,3,2,1,3,4,5,5,1,4,5,5,5,4,2,3,2,5,3,5,2,3,5,5,1,1,5,3,4,3,3,3,2,1,5,5,2,3,5,2,2,1,5,4,3,1,4,2,1,1,4,5,4,3,5,4,5,3,1,5,2,1,4,1,4,1,3,2,3,1,2,4,4,2
114,3,3,4,5,3,1,1,1,5,4,4,2,2,2,5,3,1,1,2,3,3,5,3,1,1,2,2,2,1,5,1,3,1,2,4,2,3,3,4,2,2,2,3,2,5,4,4,2,2,1,2,3,2,3,4,1,4,3,1,2,2,4,1,5,2,3,2,4,3,4,5,5,1,2,4,1,1,2,4,2,4,3,4,3,5,3,1,3,2,4,4,4,5,4,2,3,3,3,4,4
115,3,3,3,2,3,2,4,3,1,1,2,4,5,5,4,4,1,3,2,4,2,3,5,3,4,4,2,4,4,5,4,1,3,2,2,2,4,5,2,4,4,4,4,5,3,2,4,2,5,3,2,2,5,2,5,3,2,5,5,5,2,1,4,1,4,2,5,1,3,2,4,2,1,2,4,5,5,2,2,4,1,2,5,1,5,4,4,3,3,5,5,2,5,2,5,5,4,2,3,4
116,2,1,2,2,5,5,3,2,2,3,3,5,3,5,4,3,1,1,2,2,4,1,4,5,4,4,1,1,1,3,4,4,3,1,1,1,2,2,3,3,2,2,5,5,5,2,1,1,3,3,5,4,3,2,4,3,1,3,5,5,5,1,4,5,3,5,2,5,2,3,5,2,2,4,1,4,1,5,3,4,5,5,2,5,2,1,4,3,3,1,5,4,3,3,2,1,3,5,2,4
117,3,3,5,1,4,3,2,4,4,1,5,3,2,2,4,3,4,1,1,1,1,4,3,5,4,3,5,5,3,5,4,1,2,4,1,2,4,1,5,1,3,2,4,4,2,4,2,3,4,5,4,2,4,1,3,5,5,3,1,5,2,3,2,2,5,5,4,2,3,4,5,1,2,4,4,5,3,3,3,5,2,1,3,5,2,4,2,4,2,1,3,1,1,3,1,4,3,5,2,5
118,5,5,1,2,2,4,5,4,2,1,2,2,5,5,3,3,5,3,4,2,1,2,5,2,3,2,2,2,2,5,1,1,1,1,4,5,3,5,2,1,4,5,2,1,4,1,5,2,4,1,2,3,5,1,3,2,4,5,2,2,1,2,5,3,1,5,3,3,2,4,2,4,4,3,1,3,1,2,5,3,5,1,5,2,1,3,1,4,3,1,1,4,2,2,3,5,3,3,1,4
119,5,4,4,4,5,3,2,2,3,3,1,1,3,5,2,4,2,4,4,3,2,4,2,4,4,4,1,2,2,5,5,3,4,4,3,3,1,2,5,5,3,2,3,3,3,4,4,3,2,3,4,1,3,5,2,2,2,5,5,2,3,2,3,5,3,4,5,2,5,4,1,4,2,4,1,4,5,4,5,4,4,1,3,2,2,2,1,1,4,5,3,5,5,2,3,1,4,4,2,1
120,5,4,1,4,3,1,1,3,2,2,1,2,3,4,2,5,1,3,3,2,5,4,4,3,2,1,3,5,2,4,4,3,3,3,5,2,2,5,2,5,1,4,2,1,2,4,1,1,1,3,3,2,5,1,1,4,2,3,5,4,2,3,4,2,4,1,5,3,4,2,2,3,5,2,2,1,3,3,4,2,2,4,5,2,3,2,4,4,4,1,3,1,2,4,3,1,4,2,4,5
121,2,3,3,1,2,2,4,1,1,2,1,1,1,4,4,4,4,3,5,1,2,2,2,2,4,3,3,5,1,2,5,4,4,3,1,1,1,3,4,2,4,4,4,2,2,1,5,3,1,4,4,3,4,4,2,5,3,3,4,3,1,4,5,4,3,3,4,1,5,2,1,2,3,3,5,2,5,2,1,1,4,5,1,4,4,1,4,1,3,3,1,4,1,3,1,5,5,1,4,4
122,5,1,4,3,3,4,3,4,5,1,2,2,3,5,2,3,1,1,3,3,2,1,1,3,3,3,5,4,1,1,3,1,4,5,5,5,4,5,5,1,2,2,1,3,3,2,1,5,4,3,1,5,2,2,1,5,2,4,5,4,4,3,2,4,3,3,4,1,1,4,3,2,5,1,5,4,2,4,2,4,3,3,1,4,2,5,2,4,2,3,5,3,3,2,5,1,4,1,5,2
123,5,4,1,1,5,5,1,1,1,4,1,1,2,1,4,2,4,3,3,2,1,1,2,5,5,2,1,1,3,1,2,2,2,3,2,3,3,3,5,2,4,4,3,2,2,5,4,2,4,5,5,4,1,3,4,1,4,4,4,1,4,3,1,4,3,1,3,5,2,5,4,1,2,1,2,3,1,3,5,2,3,3,4,1,5,4,4,5,2,4,1,3,4,3,3,1,4,2,1,5
124,4,4,4,2,4,4,3,2,5,1,4,4,1,1,3,3,5,4,1,2,2,1,2,4,5,4,3,5,2,3,2,1,4,3,3,1,5,4,5,2,1,1,1,1,4,5,2,1,1,2,1,4,2,5,1,1,3,3,2,4,5,3,2,5,3,5,2,3,3,4,2,1,1,4,2,5,5,3,3,1,5,4,2,2,3,3,1,4,5,5,4,4,2,1,3,4,3,4,1,3
125,4,5,2,4,4,3,3,4,3,4,2,3,4,5,2,4,3,2,3,3,3,1,2,3,2,3,1,2,4,1,3,4,2,2,1,2,1,3,4,1,1,3,5,5,2,3,2,4,5,2,1,2,3,2,5,5,4,1,1,3,5,1,3,3,1,4,4,2,4,4,4,3,4,3,5,5,2,5,1,1,3,1,4,2,3,5,1,3,3,5,4,2,5,2,4,4,1,4,5,4
126,3,4,4,3,3,2,3,5,5,4,5,1,3,1,4,3,3,1,2,3,4,3,5,1,3,2,5,3,5,3,1,2,1,3,5,4,4,4,1,2,2,1,1,4,5,5,3,4,4,1,2,5,4,2,3,4,1,4,3,3,4,4,4,2,3,3,4,3,3,4,1,5,1,4,4,3,1,4,2,2,5,4,5,3,5,2,2,4,1,2,3,2,1,4,1,4,2,1,2,5
127,1,5,3,2,1,5,4,1,2,2,1,1,2,1,3,3,1,1,4,2,2,1,2,1,5,1,1,4,3,2,1,5,1,1,4,1,5,4,4,4,2,4,1,1,3,5,3,4,4,1,2,3,2,4,5,4,3,2,5,2,2,4,3,3,1,5,1,1,2,4,4,1,3,4,3,3,1,1,5,3,4,4,3,4,5,5,5,3,5,5,5,5,4,4,3,5,4,3,4,4
128,4,1,1,5,4,5,2,2,4,2,1,3,1,1,1,3,5,1,3,5,5,2,4,1,1,3,1,3,1,1,4,1,1,4,4,3,5,3,5,4,2,4,3,4,2,1,2,1,1,1,3,4,2,3,2,3,3,4,5,5,2,2,3,3,5,4,1,1,3,4,2,5,4,5,4,1,5,5,5,5,2,4,4,3,4,5,1,4,1,5,2,1,5,3,4,4,3,2,2,1
129,4,5,4,4,3,1,3,1,1,1,5,2,3,2,1,4,3,5,1,1,4,4,4,2,5,3,5,3,5,1,2,1,5,1,3,5,3,1,3,3,2,2,5,2,4,2,3,3,1,2,1,2,1,3,3,5,4,2,1,4,1,1,3,1,2,4,2,1,4,4,3,4,1,1,2,3,3,3,4,5,1,2,4,3,2,5,2,5,2,1,4,2,4,4,5,1,1,5,4,3
130,4,2,5,5,4,5,3,5,4,2,4,5,3,1,1,3,2,5,2,5,1,1,4,2,5,5,1,2,3,3,4,1,5,1,2,1,3,3,1,3,3,4,2,2,1,4,2,1,5,2,1,1,2,5,4,5,5,5,5,3,1,2,5,5,3,4,5,2,5,4,2,4,4,5,2,3,1,5,4,4,3,3,3,1,1,4,4,1,4,4,2,5,3,4,2,4,3,1,2,1
