ID,Yld_Env1,Yld_Env2,Yld_Env3,Yld_Env4
499,1.687876921,-0.256071042,-1.337037165,0.023382439
500,1.088537738,-0.392264208,-0.248845548,1.299754849
501,0.056772305,-0.322344965,-0.662725448,-0.841954789
502,0.577415236,-1.614591549,-1.414466492,0.062715949
503,-1.008359427,-2.051270383,-1.391238538,-0.464353089
504,0.229736289,-0.623520458,-1.460922399,-0.295218995
505,0.71858473,-0.092753158,-0.445936846,0.158422247
506,0.440545817,0.131256755,-1.924079348,-0.747554364
507,0.204334902,1.448488963,1.087184111,0.067632638
508,-1.786746223,0.193125918,0.502802585,1.212237789
509,-1.468394111,0.369765671,1.120336736,1.180574313
510,0.559522691,1.031277145,0.103307122,0.095677431
511,0.167621386,0.672599277,1.259670671,0.104079069
512,0.700333846,0.850219975,1.727760392,0.561968329
513,0.011328335,1.382512487,1.270456888,-0.158535046
514,-1.892252788,0.52323613,0.107876694,1.363868471
515,-0.086099302,0.910127248,0.345418417,0.368392392
516,0.091058884,1.188323308,1.306346188,0.126491303
517,-0.35608372,1.2586286,0.303371598,1.33908836
518,-0.140656498,1.545222817,0.739043542,0.538368223
519,-2.025921584,0.735879736,0.514982479,1.092954986
520,-1.063144658,1.014316286,1.273995984,1.918470967
521,-1.397597618,0.913506762,1.345436723,1.781063282
522,-1.357154113,1.18338061,2.001098504,1.705550809
523,-0.817421456,1.107885801,0.730951768,1.431522109
524,-1.821920508,-0.145344478,-0.071231945,1.902210494
525,-1.101902338,0.208612195,1.262145504,2.217932715
526,-2.064190619,0.386872089,0.623959591,1.469549747
527,-2.157301893,0.618166311,0.15827713,0.811232651
528,-1.847834972,0.756606159,-0.055048396,0.762852433
529,-1.424562669,0.176361248,2.110903375,1.520415843
530,-2.076976826,0.4194901,-0.44079291,0.43461429
531,-0.103641652,1.273817429,0.837825694,0.41390913
532,-0.466631471,0.331793598,1.0825892,0.919627939
533,0.216599887,0.770579882,0.591111041,0.058782598
534,0.040280541,1.899919946,0.974870621,0.495943099
535,-0.277648079,1.449033229,1.095090062,-0.109368159
536,0.294286273,1.975984336,1.109440714,0.494401225
537,-0.706295476,0.889546385,1.922968114,2.506900282
538,-0.692996192,0.674371307,1.889182,2.298173076
539,-0.628633523,1.088595989,1.984205447,2.559080117
540,-0.291427864,1.626052702,1.084227826,0.754985731
541,-0.593304501,0.533374674,0.778835139,1.17251881
542,-1.482353065,1.068110055,2.484662265,1.301721525
543,-1.702479421,0.577637453,1.907130873,1.329254982
544,-0.562658325,-0.089588819,1.937749539,2.125097764
545,-1.514717642,0.368791054,1.910298322,1.569189395
546,-0.50357302,0.883970819,1.838502829,2.397820591
547,-0.880505505,0.129801159,0.512634344,2.683633611
548,-1.221897222,0.378125855,0.877710202,1.54427555
549,-1.449247377,0.553677075,-0.434550925,2.593174403
550,-1.448400393,0.836505728,1.072917924,1.440962152
551,-1.21925854,0.687781778,0.934606019,1.974914555
552,-2.126582421,0.415648592,0.243798232,1.744813519
553,-2.045141614,0.106334418,-0.007697157,0.769145795
554,-2.28909755,0.515325282,-0.009149959,1.212041121
555,-2.311298314,0.12136503,0.584455176,1.427392091
556,-1.569445864,0.300827373,0.903539687,1.759563585
557,-2.05032125,0.27008898,0.653902534,0.050129226
558,-1.503560251,0.955959539,1.045796121,1.254521313
559,-2.006636401,1.475702281,-0.066544121,-0.764664441
560,-1.177055914,0.308061053,0.770084535,1.405561992
561,-1.636455359,0.85311851,0.961541998,1.132587431
562,-1.821179396,0.505041179,-0.009715877,0.905436408
563,-2.418661729,0.635570178,0.509652719,1.397301955
564,-1.842272565,1.047953214,0.188025804,1.456302221
565,-2.001456766,0.202846769,0.393301788,0.956176637
566,-1.509114514,-0.039225193,0.907847416,1.367605155
567,-1.805257719,-0.094487216,0.121112404,1.27163139
568,-1.840798487,0.315971901,0.84012315,1.178324436
569,-1.785638628,0.482099718,0.481356848,1.362885134
570,-1.426191485,0.309643223,0.391190156,1.042710359
571,-2.015521593,0.391124961,-0.188402189,0.998656828
572,-1.694750688,0.513743112,0.729262462,1.743436846
573,-1.740846185,0.552164521,0.684495861,1.948954438
574,-0.061316865,0.34931771,1.221906242,-1.732197995
575,-1.645715179,0.430679204,0.299122994,0.840339449
576,-1.702715599,0.424350525,0.084158842,0.343557213
577,-1.452472433,0.986248596,0.78163094,2.387719746
578,-2.322773324,0.246356435,0.19438604,1.026780288
579,-2.015155109,0.82859488,-0.133550432,0.324283793
580,-1.743444147,0.519280706,-0.050563289,0.114526049
581,-1.602975044,0.726544935,0.378942689,1.568599393
582,-1.669406309,0.535893488,0.704556366,1.454925548
583,-2.148791329,0.130858048,-0.109477826,1.787883713
584,-1.462473364,0.609015042,0.925644252,1.332008328
585,-2.268729204,0.229743654,0.11161006,1.166610917
586,-1.922239293,0.640316687,0.315019361,0.912319773
587,-2.005903434,-0.060584484,0.14319163,0.744365683
588,-2.132503167,0.497921415,0.426665576,1.264551358
589,-0.841470927,0.654784047,0.73165283,2.615987839
590,-0.895572054,0.134927389,1.081246202,2.792201966
591,-1.107521753,0.996532699,1.961915058,1.935250643
592,-1.025103657,1.052433918,1.920974734,1.701877059
593,-1.148877395,0.563764989,2.365591552,1.224100776
594,-0.490371466,0.952833172,2.937843863,1.791557463
595,-1.248503933,1.41904162,1.57454881,1.659656469
596,-1.052125717,0.082785404,2.138354593,0.554384829
597,-1.209974288,0.45196255,2.022569579,1.84871692
598,-0.902396794,0.527906695,1.719077361,2.692814052
599,0.222276312,-0.542810818,-0.304347687,0.381317383
